dateTransfer;datetimeTransfer;clientNumber;transferValue;transferCurrency;transferID;transferLog;destinationBankNumber;destinationBankBranch;destinationBankAccount
2022-11-20;2022-11-20T04:53:53Z;4862;4386.29;dollar $;20223282;;666;1002;47043-4
2022-11-20;2022-11-20T00:03:47Z;3795;4048;dollar $;20223281;;290;4078;67076-9
2022-11-19;2022-11-19T21:26:41Z;3100;10395;dollar $;20223280;;33;3321;67334-0
2022-11-19;2022-11-19T20:04:24Z;1217;6198;zing ƒ;20223279;;290;5420;38335-7
2022-11-19;2022-11-19T19:20:49Z;1455;10693;dollar $;20223278;;290;1200;48999-0
2022-11-19;2022-11-19T08:42:33Z;5832;5730;zing ƒ;20223277;;290;2400;78245-0
2022-11-19;2022-11-19T07:52:39Z;3100;8673;euro €;20223276;;290;3321;25454-9
2022-11-19;2022-11-19T06:22:50Z;1455;2480.83;dollar $;20223275;;290;1100;50096-9
2022-11-19;2022-11-19T06:20:14Z;2197;6900;british pound £;20223274;;290;1002;40944-0
2022-11-19;2022-11-19T05:51:19Z;6032;5046;zing ƒ;20223273;;33;1200;77155-6
2022-11-19;2022-11-19T05:26:36Z;4023;6789;dollar $;20223272;;666;8521;38920-5
2022-11-18;2022-11-18T23:42:06Z;3795;3751.6;dollar $;20223271;;666;2231;56653-5
2022-11-18;2022-11-18T21:54:04Z;4023;10621.66;british pound £;20223270;;421;1002;66712-9
2022-11-18;2022-11-18T19:59:05Z;5764;7921.15;dollar $;20223269;;421;8521;44741-4
2022-11-18;2022-11-18T18:33:26Z;3294;5720;zing ƒ;20223268;;421;9921;58220-2
2022-11-18;2022-11-18T08:52:53Z;2489;2600;dollar $;20223267;;33;8521;54199-8
2022-11-18;2022-11-18T02:35:25Z;5832;1121;british pound £;20223266;;421;6317;85356-5
2022-11-17;2022-11-17T21:38:13Z;1121;6194.35;zing ƒ;20223265;;290;6552;85050-8
2022-11-17;2022-11-17T21:21:35Z;4965;7501;zing ƒ;20223264;;33;4078;33513-3
2022-11-17;2022-11-17T18:34:23Z;2489;5076;dollar $;20223263;;33;6317;77810-4
2022-11-17;2022-11-17T01:22:36Z;3715;5718.05;zing ƒ;20223262;;666;6552;83021-0
2022-11-17;2022-11-17T01:07:13Z;2489;6876.94;dollar $;20223261;;421;6317;62495-4
2022-11-16;2022-11-16T22:06:18Z;5516;3256;zing ƒ;20223260;;666;1002;65827-9
2022-11-16;2022-11-16T20:29:08Z;5516;7997;british pound £;20223259;;33;8521;81733-2
2022-11-16;2022-11-16T19:10:54Z;5243;7637;british pound £;20223258;;666;4425;28232-6
2022-11-16;2022-11-16T17:47:53Z;2489;1824;zing ƒ;20223257;;421;4078;55168-7
2022-11-16;2022-11-16T15:45:25Z;1121;5547.09;british pound £;20223256;;421;1200;82935-8
2022-11-16;2022-11-16T14:58:56Z;4023;5146;british pound £;20223255;;666;4078;64820-0
2022-11-16;2022-11-16T10:27:20Z;2489;3215;dollar $;20223254;;666;8800;27402-3
2022-11-16;2022-11-16T08:57:05Z;1297;5125.81;dollar $;20223253;;290;6317;55800-5
2022-11-16;2022-11-16T08:14:57Z;1121;4300.73;dollar $;20223252;;33;5420;71976-0
2022-11-16;2022-11-16T06:18:13Z;5986;10543.14;dollar $;20223251;;290;9921;39493-2
2022-11-16;2022-11-16T05:06:39Z;4965;3972;dollar $;20223250;;421;9921;43241-4
2022-11-15;2022-11-15T23:30:20Z;5987;6623.28;dollar $;20223249;;290;1100;28054-4
2022-11-15;2022-11-15T23:02:30Z;5832;10332;zing ƒ;20223248;;421;2231;34787-2
2022-11-15;2022-11-15T03:31:45Z;1121;2514;dollar $;20223247;;290;3321;42573-1
2022-11-14;2022-11-14T20:54:39Z;1121;9581;dollar $;20223246;;33;1979;83835-7
2022-11-14;2022-11-14T12:57:46Z;2489;5887;dollar $;20223245;;33;8521;47166-9
2022-11-14;2022-11-14T12:04:29Z;5764;5597;euro €;20223244;;421;4078;45547-5
2022-11-14;2022-11-14T09:48:28Z;3284;3939.42;euro €;20223243;;421;2231;46762-2
2022-11-14;2022-11-14T06:10:49Z;2489;5690.41;dollar $;20223242;;666;4078;48035-8
2022-11-14;2022-11-14T02:11:47Z;5188;6314.74;dollar $;20223241;;421;8800;82571-8
2022-11-14;2022-11-14T00:22:50Z;2197;8108.18;dollar $;20223240;;33;4425;56361-8
2022-11-13;2022-11-13T18:33:48Z;1455;9059.71;dollar $;20223239;;33;8800;28790-2
2022-11-13;2022-11-13T12:09:47Z;3795;3976.56;dollar $;20223238;;421;5420;69963-2
2022-11-13;2022-11-13T04:54:55Z;3715;5106.95;british pound £;20223237;;33;3321;46482-8
2022-11-12;2022-11-12T21:07:39Z;2489;8569.84;dollar $;20223236;;666;4078;68069-6
2022-11-12;2022-11-12T13:53:10Z;5764;5654.36;dollar $;20223235;;421;4425;30038-7
2022-11-12;2022-11-12T13:03:12Z;5986;9193.9;zing ƒ;20223234;;33;8800;73823-3
2022-11-12;2022-11-12T09:04:41Z;4965;7007;zing ƒ;20223233;;666;6317;72780-7
2022-11-12;2022-11-12T05:12:33Z;1297;8693.33;dollar $;20223232;;421;2231;29102-4
2022-11-11;2022-11-11T23:00:40Z;1455;3408.08;dollar $;20223231;;666;8521;59242-2
2022-11-11;2022-11-11T15:42:20Z;1945;6522.6;british pound £;20223230;;290;2231;60279-5
2022-11-11;2022-11-11T08:30:13Z;4862;10450;dollar $;20223229;;421;1002;53984-6
2022-11-11;2022-11-11T05:03:40Z;1217;3956.42;dollar $;20223228;;421;6552;64520-1
2022-11-11;2022-11-11T02:15:48Z;5188;6282.91;dollar $;20223227;;421;4078;44529-0
2022-11-10;2022-11-10T15:03:37Z;4965;4977.19;zing ƒ;20223226;;290;5420;78534-4
2022-11-10;2022-11-10T03:46:16Z;1217;5475.81;dollar $;20223225;;421;4425;48388-7
2022-11-09;2022-11-09T15:22:58Z;5832;4635;zing ƒ;20223224;;421;1200;43953-2
2022-11-09;2022-11-09T15:02:28Z;4023;7156;zing ƒ;20223223;;33;1100;25615-8
2022-11-09;2022-11-09T01:41:46Z;5987;7413.92;dollar $;20223222;;421;4078;65834-8
2022-11-09;2022-11-09T01:32:13Z;3715;11569;zing ƒ;20223221;;290;1100;78674-9
2022-11-08;2022-11-08T18:20:42Z;2197;3472;dollar $;20223220;;666;8800;49165-5
2022-11-08;2022-11-08T14:41:50Z;3795;4155;zing ƒ;20223219;;290;1100;61468-6
2022-11-08;2022-11-08T10:41:44Z;2727;8608.54;zing ƒ;20223218;;421;8521;33579-8
2022-11-08;2022-11-08T05:16:44Z;4862;9305;zing ƒ;20223217;;421;4425;37232-9
2022-11-08;2022-11-08T04:32:01Z;4608;4782;dollar $;20223216;;290;2400;44492-2
2022-11-08;2022-11-08T00:52:31Z;5516;5304.6;euro €;20223215;;290;4078;65012-3
2022-11-07;2022-11-07T23:33:03Z;5832;4963.09;dollar $;20223214;;666;3321;67444-7
2022-11-07;2022-11-07T23:12:21Z;4608;7409;dollar $;20223213;;421;8521;86077-4
2022-11-07;2022-11-07T19:35:57Z;4862;570.69;dollar $;20223212;;290;5420;51165-3
2022-11-07;2022-11-07T18:57:43Z;3294;6767;dollar $;20223211;;421;2400;28059-7
2022-11-07;2022-11-07T18:48:01Z;4965;3512;dollar $;20223210;;666;1002;39801-5
2022-11-07;2022-11-07T12:01:52Z;2489;6456.13;dollar $;20223209;;421;6552;40117-8
2022-11-07;2022-11-07T11:15:27Z;3294;7891.79;dollar $;20223208;;290;6317;63464-2
2022-11-07;2022-11-07T05:25:18Z;3715;7503;dollar $;20223207;;33;1002;81515-7
2022-11-06;2022-11-06T23:23:14Z;4965;5585;zing ƒ;20223206;;666;6552;40027-3
2022-11-06;2022-11-06T23:14:23Z;4965;7433;dollar $;20223205;;421;9921;57504-3
2022-11-06;2022-11-06T23:12:23Z;1121;6747.64;zing ƒ;20223204;;666;2231;66800-8
2022-11-06;2022-11-06T20:04:34Z;6032;5039.42;dollar $;20223203;;666;2400;65328-2
2022-11-06;2022-11-06T09:21:55Z;1217;5571;dollar $;20223202;;421;8521;79382-3
2022-11-05;2022-11-05T23:16:38Z;1121;6083;dollar $;20223201;;33;6552;59164-5
2022-11-05;2022-11-05T18:35:22Z;3795;5633.86;zing ƒ;20223200;;33;5420;51131-0
2022-11-05;2022-11-05T17:19:09Z;6032;4895;zing ƒ;20223199;;666;6552;75867-5
2022-11-05;2022-11-05T17:15:00Z;1455;7067.82;dollar $;20223198;;666;8800;78752-9
2022-11-05;2022-11-05T11:00:37Z;1121;10649.59;dollar $;20223197;;421;3321;40011-2
2022-11-05;2022-11-05T06:22:24Z;2197;4991.66;dollar $;20223196;;290;5420;33379-5
2022-11-05;2022-11-05T06:05:22Z;1217;1773;dollar $;20223195;;33;8800;71213-3
2022-11-04;2022-11-04T23:00:34Z;1297;854;dollar $;20223194;;421;4078;43478-6
2022-11-04;2022-11-04T21:24:47Z;1455;4317.65;zing ƒ;20223193;;421;1002;34349-7
2022-11-04;2022-11-04T15:11:21Z;5986;5411.33;zing ƒ;20223192;;33;3321;83344-3
2022-11-04;2022-11-04T13:00:01Z;4608;7100.46;dollar $;20223191;;421;1979;60553-5
2022-11-04;2022-11-04T08:05:54Z;5764;5014.4;british pound £;20223190;;421;3321;36095-6
2022-11-04;2022-11-04T06:54:16Z;3284;4508;dollar $;20223189;;290;1100;83218-6
2022-11-04;2022-11-04T06:50:05Z;5243;8178.63;dollar $;20223188;;33;1002;46233-4
2022-11-03;2022-11-03T19:33:42Z;2197;6968.88;dollar $;20223187;;290;1100;27466-1
2022-11-03;2022-11-03T11:25:08Z;6032;5131;zing ƒ;20223186;;290;1100;45439-0
2022-11-03;2022-11-03T08:21:21Z;3294;1663.24;dollar $;20223185;;33;8521;62805-5
2022-11-03;2022-11-03T04:48:53Z;1455;3104;zing ƒ;20223184;;290;1200;78971-5
2022-11-03;2022-11-03T04:20:24Z;2489;9861;zing ƒ;20223183;;421;6317;36605-3
2022-11-03;2022-11-03T03:45:15Z;5986;6083.56;dollar $;20223182;;33;6317;69096-5
2022-11-02;2022-11-02T18:39:59Z;1121;6005.61;euro €;20223181;;290;8521;72355-9
2022-11-02;2022-11-02T17:55:39Z;1121;2540.08;dollar $;20223180;;421;8800;29669-6
2022-11-02;2022-11-02T16:47:51Z;4862;7564.48;dollar $;20223179;;421;1979;47283-4
2022-11-02;2022-11-02T14:32:29Z;1945;5989.01;british pound £;20223178;;290;6317;51518-9
2022-11-02;2022-11-02T14:20:33Z;6032;8032;dollar $;20223177;;421;6552;53023-5
2022-11-02;2022-11-02T11:24:16Z;1455;6480;zing ƒ;20223176;;666;1979;25532-8
2022-11-02;2022-11-02T08:59:38Z;4608;1539.64;zing ƒ;20223175;;421;9921;80245-4
2022-11-02;2022-11-02T07:32:53Z;6032;2952.23;dollar $;20223174;;666;2231;62083-8
2022-11-02;2022-11-02T07:29:37Z;4965;6508;dollar $;20223173;;421;8800;36835-9
2022-11-02;2022-11-02T04:13:35Z;6032;9015.53;dollar $;20223172;;666;6317;54894-2
2022-11-02;2022-11-02T00:17:22Z;3294;5719;british pound £;20223171;;33;1100;66951-1
2022-11-01;2022-11-01T23:22:48Z;4465;8785.67;zing ƒ;20223170;;290;8800;55551-3
2022-11-01;2022-11-01T18:26:19Z;2197;8209;dollar $;20223169;;33;1002;81863-5
2022-11-01;2022-11-01T14:00:39Z;3294;7686.35;british pound £;20223168;;33;8521;39525-9
2022-11-01;2022-11-01T11:45:41Z;4023;6315.34;dollar $;20223167;;421;1979;58343-1
2022-10-31;2022-10-31T21:18:18Z;4023;9846;dollar $;20223166;;33;2400;32638-9
2022-10-31;2022-10-31T15:09:48Z;5987;7134;zing ƒ;20223165;;666;6317;81300-4
2022-10-31;2022-10-31T15:04:16Z;5987;6885.59;zing ƒ;20223164;;666;1979;29440-2
2022-10-31;2022-10-31T13:29:38Z;4023;7460;dollar $;20223163;;421;8521;43319-4
2022-10-31;2022-10-31T10:45:38Z;1945;9939;dollar $;20223162;;666;6552;73205-5
2022-10-31;2022-10-31T01:08:24Z;6032;10775;dollar $;20223161;;290;1200;83393-4
2022-10-30;2022-10-30T23:20:14Z;4608;5894;zing ƒ;20223160;;421;2400;83189-4
2022-10-30;2022-10-30T15:51:56Z;5243;9652;dollar $;20223159;;666;1100;49590-7
2022-10-30;2022-10-30T13:55:25Z;3284;7038;euro €;20223158;;421;9921;85262-5
2022-10-29;2022-10-29T18:39:28Z;4023;6203.95;dollar $;20223157;;33;1002;47227-8
2022-10-29;2022-10-29T13:26:11Z;4023;7741.04;zing ƒ;20223156;;290;4425;80721-7
2022-10-29;2022-10-29T12:18:13Z;3715;4440;dollar $;20223155;;33;1002;54325-1
2022-10-29;2022-10-29T11:21:41Z;1217;842.08;zing ƒ;20223154;;666;4425;58245-7
2022-10-29;2022-10-29T03:29:01Z;3100;4411;zing ƒ;20223153;;33;6317;41564-8
2022-10-29;2022-10-29T02:07:04Z;5764;6187.35;zing ƒ;20223152;;421;1100;35581-0
2022-10-28;2022-10-28T23:34:27Z;1217;8645.22;dollar $;20223151;;290;1100;68660-9
2022-10-28;2022-10-28T21:57:33Z;2489;5286.69;dollar $;20223150;;290;8521;34642-6
2022-10-28;2022-10-28T13:23:53Z;1121;8696;dollar $;20223149;;666;8521;82092-6
2022-10-28;2022-10-28T12:41:41Z;5243;5860;dollar $;20223148;;666;1979;48889-8
2022-10-28;2022-10-28T09:49:57Z;3795;11657;dollar $;20223147;;33;3321;65878-8
2022-10-28;2022-10-28T00:28:36Z;4965;4859.72;zing ƒ;20223146;;290;2400;24942-7
2022-10-27;2022-10-27T15:54:31Z;5188;9872.08;dollar $;20223145;;290;5420;60227-9
2022-10-27;2022-10-27T15:29:27Z;1297;7335.89;british pound £;20223144;;33;4078;44382-6
2022-10-27;2022-10-27T13:12:44Z;3715;4653;dollar $;20223143;;666;3321;33000-7
2022-10-27;2022-10-27T11:02:59Z;1121;8745.47;dollar $;20223142;;421;8521;32197-3
2022-10-27;2022-10-27T10:39:41Z;5986;4200.62;zing ƒ;20223141;;666;5420;36220-0
2022-10-27;2022-10-27T02:58:04Z;5188;4518;dollar $;20223140;;666;1200;56064-5
2022-10-26;2022-10-26T20:34:33Z;2489;6678;dollar $;20223139;;421;2231;32611-0
2022-10-26;2022-10-26T19:56:51Z;1945;6738;dollar $;20223138;;666;8521;48515-7
2022-10-26;2022-10-26T18:14:53Z;5243;9561;dollar $;20223137;;421;8800;36418-1
2022-10-26;2022-10-26T06:22:26Z;2489;5064.47;dollar $;20223136;;33;5420;80668-9
2022-10-25;2022-10-25T22:21:26Z;2489;1999;british pound £;20223135;;290;6552;62813-6
2022-10-25;2022-10-25T18:39:45Z;3100;4766;dollar $;20223134;;666;3321;68938-9
2022-10-25;2022-10-25T16:16:22Z;3715;10062.08;euro €;20223133;;33;2231;40428-0
2022-10-25;2022-10-25T12:28:52Z;6032;8646;dollar $;20223132;;666;8521;81870-7
2022-10-25;2022-10-25T09:11:01Z;4965;3698.84;dollar $;20223131;;421;8521;40720-4
2022-10-25;2022-10-25T08:20:30Z;1121;9104.55;dollar $;20223130;;666;6317;31447-5
2022-10-25;2022-10-25T06:06:18Z;5764;6255;zing ƒ;20223129;;666;5420;59950-8
2022-10-25;2022-10-25T03:20:18Z;4862;3910.57;british pound £;20223128;;33;4425;27580-4
2022-10-24;2022-10-24T22:40:33Z;5764;6490.6;dollar $;20223127;;666;2231;41709-8
2022-10-24;2022-10-24T19:38:26Z;1945;8640.61;dollar $;20223126;;33;2231;44405-1
2022-10-24;2022-10-24T19:12:13Z;1217;7694.74;dollar $;20223125;;33;1200;29895-5
2022-10-24;2022-10-24T17:46:08Z;3100;6714.42;dollar $;20223124;;421;4078;59671-7
2022-10-24;2022-10-24T15:40:00Z;3795;5144.93;dollar $;20223123;;290;6317;65747-1
2022-10-24;2022-10-24T13:26:07Z;5764;8082;dollar $;20223122;;666;4078;35904-6
2022-10-24;2022-10-24T08:51:36Z;1455;9113.91;dollar $;20223121;;421;1002;56886-6
2022-10-23;2022-10-23T23:13:54Z;1217;9161.07;euro €;20223120;;290;5420;30355-8
2022-10-23;2022-10-23T22:32:27Z;5986;8746;dollar $;20223119;;666;6317;78175-9
2022-10-23;2022-10-23T06:45:45Z;5516;3642;dollar $;20223118;;290;3321;77440-4
2022-10-23;2022-10-23T05:40:02Z;5987;7529;dollar $;20223117;;33;4425;49637-4
2022-10-23;2022-10-23T04:46:59Z;3795;5573;british pound £;20223116;;290;6317;42664-0
2022-10-23;2022-10-23T00:38:52Z;5986;4289.09;zing ƒ;20223115;;421;9921;84658-0
2022-10-22;2022-10-22T22:50:34Z;2197;6597;dollar $;20223114;;666;1002;79378-0
2022-10-22;2022-10-22T19:44:02Z;4465;7383.81;dollar $;20223113;;33;1002;75652-4
2022-10-22;2022-10-22T12:54:20Z;2489;9880;zing ƒ;20223112;;33;8521;55094-3
2022-10-22;2022-10-22T12:17:57Z;4608;4343.18;dollar $;20223111;;421;6317;66688-3
2022-10-22;2022-10-22T09:44:38Z;5243;3634.06;dollar $;20223110;;290;4425;46432-8
2022-10-22;2022-10-22T05:40:52Z;2197;8785;dollar $;20223109;;421;2400;38377-6
2022-10-21;2022-10-21T23:42:51Z;1121;9027.74;dollar $;20223108;;421;4078;42747-7
2022-10-21;2022-10-21T20:50:56Z;5987;6924;british pound £;20223107;;666;2231;58494-5
2022-10-21;2022-10-21T20:13:09Z;4862;4187;dollar $;20223106;;666;2231;76724-8
2022-10-21;2022-10-21T10:01:51Z;1217;7167;zing ƒ;20223105;;666;2400;25840-9
2022-10-21;2022-10-21T01:01:27Z;3284;4389;dollar $;20223104;;666;1200;32990-4
2022-10-20;2022-10-20T19:43:51Z;1945;6996.38;dollar $;20223103;;421;2231;59365-6
2022-10-20;2022-10-20T19:33:45Z;1217;6758.06;dollar $;20223102;;33;9921;70148-6
2022-10-20;2022-10-20T18:38:30Z;6032;9510;british pound £;20223101;;290;8521;67401-5
2022-10-20;2022-10-20T08:19:08Z;1945;6623;dollar $;20223100;;290;2231;59267-7
2022-10-20;2022-10-20T06:10:52Z;1945;4974;british pound £;20223099;;666;1200;56275-1
2022-10-20;2022-10-20T03:16:20Z;5516;6555;dollar $;20223098;;421;3321;39274-0
2022-10-19;2022-10-19T22:08:39Z;5987;5622.84;zing ƒ;20223097;;33;8521;82494-1
2022-10-19;2022-10-19T17:39:21Z;3284;11860.8;dollar $;20223096;;421;6317;28435-5
2022-10-19;2022-10-19T14:59:11Z;2197;6421;british pound £;20223095;;666;2400;81535-9
2022-10-19;2022-10-19T14:54:20Z;4965;1327;dollar $;20223094;;290;1979;81719-5
2022-10-19;2022-10-19T13:55:38Z;6032;6299.87;euro €;20223093;;33;9921;32332-5
2022-10-19;2022-10-19T00:50:53Z;5516;5011.61;dollar $;20223092;;666;4078;67539-4
2022-10-19;2022-10-19T00:35:39Z;2197;4497;dollar $;20223091;;421;1002;56931-0
2022-10-18;2022-10-18T22:24:08Z;5764;9041;dollar $;20223090;;290;4078;65854-9
2022-10-18;2022-10-18T21:33:56Z;3715;6696.47;euro €;20223089;;33;1002;66975-1
2022-10-18;2022-10-18T20:59:12Z;3284;6507.1;zing ƒ;20223088;;290;8800;84381-7
2022-10-18;2022-10-18T15:34:48Z;5764;9658.16;british pound £;20223087;;33;9921;50975-5
2022-10-18;2022-10-18T14:31:08Z;4862;8440;dollar $;20223086;;33;1002;32300-6
2022-10-18;2022-10-18T09:32:56Z;1217;2191.75;dollar $;20223085;;666;1100;26583-1
2022-10-18;2022-10-18T06:40:52Z;4862;3856;zing ƒ;20223084;;33;8521;56155-0
2022-10-18;2022-10-18T06:15:07Z;6032;8613.61;dollar $;20223083;;33;1979;66610-9
2022-10-18;2022-10-18T05:13:08Z;5188;4945.73;dollar $;20223082;;290;1200;80458-7
2022-10-17;2022-10-17T23:23:45Z;4465;5343;dollar $;20223081;;421;4078;81133-2
2022-10-17;2022-10-17T19:30:49Z;3294;6368;dollar $;20223080;;290;9921;58696-1
2022-10-17;2022-10-17T16:16:21Z;3795;4041.4;dollar $;20223079;;421;6317;32416-2
2022-10-17;2022-10-17T09:16:42Z;3294;5822;zing ƒ;20223078;;33;8521;81285-9
2022-10-17;2022-10-17T08:12:22Z;4862;4180;dollar $;20223077;;421;4078;36396-7
2022-10-17;2022-10-17T04:17:50Z;2197;6178.51;dollar $;20223076;;290;1979;33223-6
2022-10-16;2022-10-16T22:40:51Z;3715;7517.88;dollar $;20223075;;290;5420;77813-3
2022-10-16;2022-10-16T19:42:27Z;5832;255.38;dollar $;20223074;;290;9921;38130-0
2022-10-16;2022-10-16T14:27:47Z;3284;6590.07;dollar $;20223073;;290;6317;85360-8
2022-10-16;2022-10-16T12:06:44Z;4465;7373;dollar $;20223072;;290;1002;54512-9
2022-10-16;2022-10-16T07:44:46Z;1217;10971.13;british pound £;20223071;;666;9921;43672-2
2022-10-16;2022-10-16T03:15:56Z;3284;3651;dollar $;20223070;;290;6552;81746-5
2022-10-16;2022-10-16T02:29:59Z;5243;5804;zing ƒ;20223069;;33;2231;66266-0
2022-10-16;2022-10-16T02:17:24Z;2489;3903;zing ƒ;20223068;;421;8521;77386-2
2022-10-15;2022-10-15T18:27:15Z;3715;3820.35;dollar $;20223067;;666;1100;63296-3
2022-10-15;2022-10-15T14:21:17Z;6032;10836.11;dollar $;20223066;;290;6317;31899-2
2022-10-15;2022-10-15T13:40:26Z;1121;8219.44;dollar $;20223065;;666;6317;43390-4
2022-10-15;2022-10-15T13:09:24Z;5987;3389.34;dollar $;20223064;;290;4078;69797-9
2022-10-15;2022-10-15T09:15:38Z;4965;8086.23;dollar $;20223063;;421;5420;82063-1
2022-10-15;2022-10-15T02:38:40Z;1945;4445.98;dollar $;20223062;;290;1002;80035-9
2022-10-15;2022-10-15T00:29:56Z;1217;6655.46;dollar $;20223061;;33;5420;57443-1
2022-10-15;2022-10-15T00:02:15Z;3294;4524;zing ƒ;20223060;;33;4425;47633-3
2022-10-14;2022-10-14T22:13:09Z;1945;5742.39;dollar $;20223059;;33;1979;30452-9
2022-10-14;2022-10-14T13:37:58Z;5832;8166;dollar $;20223058;;666;3321;59252-9
2022-10-14;2022-10-14T12:08:21Z;1945;10139.03;british pound £;20223057;;290;5420;58410-9
2022-10-14;2022-10-14T05:29:33Z;4465;9294.96;dollar $;20223056;;290;5420;78101-7
2022-10-14;2022-10-14T04:44:12Z;4862;7385.8;dollar $;20223055;;33;6317;63155-4
2022-10-14;2022-10-14T00:27:33Z;4608;7255;zing ƒ;20223054;;666;8800;47529-8
2022-10-13;2022-10-13T22:59:41Z;5764;6510.01;dollar $;20223053;;33;9921;53232-0
2022-10-13;2022-10-13T22:43:55Z;3294;4426.13;dollar $;20223052;;33;6317;84411-6
2022-10-13;2022-10-13T19:03:24Z;5243;5106.55;british pound £;20223051;;421;2400;34655-7
2022-10-13;2022-10-13T13:08:57Z;1121;7360.09;dollar $;20223050;;290;5420;58196-6
2022-10-13;2022-10-13T10:20:41Z;4465;8531.47;british pound £;20223049;;666;1200;56004-1
2022-10-13;2022-10-13T09:29:08Z;3284;4571.23;dollar $;20223048;;421;1979;59087-9
2022-10-13;2022-10-13T07:49:58Z;1217;5293;dollar $;20223047;;33;5420;58925-6
2022-10-13;2022-10-13T02:58:00Z;3715;7174.07;dollar $;20223046;;290;4078;82363-7
2022-10-13;2022-10-13T00:19:13Z;1455;5083;dollar $;20223045;;290;8800;73751-2
2022-10-13;2022-10-13T00:16:16Z;1455;6605.03;dollar $;20223044;;421;3321;67367-0
2022-10-12;2022-10-12T18:15:22Z;3100;479;dollar $;20223043;;290;6317;63903-6
2022-10-12;2022-10-12T14:05:09Z;2489;5920;dollar $;20223042;;421;2231;69347-0
2022-10-12;2022-10-12T11:48:43Z;5243;5460.54;zing ƒ;20223041;;666;9921;82967-6
2022-10-12;2022-10-12T11:38:27Z;5764;6492.06;zing ƒ;20223040;;33;1200;52054-2
2022-10-12;2022-10-12T10:37:33Z;2489;9927;dollar $;20223039;;33;4425;70291-6
2022-10-12;2022-10-12T09:28:52Z;3795;4224.3;dollar $;20223038;;421;8800;37284-3
2022-10-12;2022-10-12T08:00:01Z;2197;7436;dollar $;20223037;;666;3321;59162-8
2022-10-12;2022-10-12T06:23:19Z;5516;10291;dollar $;20223036;;33;4078;65364-2
2022-10-12;2022-10-12T03:51:38Z;1455;6598.74;british pound £;20223035;;666;1200;26370-6
2022-10-11;2022-10-11T15:59:31Z;1455;7514;dollar $;20223034;;33;4078;31205-8
2022-10-11;2022-10-11T13:31:18Z;3100;10510;dollar $;20223033;;666;6317;57971-9
2022-10-11;2022-10-11T07:06:41Z;5516;4315;british pound £;20223032;;666;2231;71700-4
2022-10-10;2022-10-10T15:21:42Z;3284;2339.86;dollar $;20223031;;421;9921;84693-7
2022-10-10;2022-10-10T11:04:15Z;5832;6026;euro €;20223030;;290;1200;34569-8
2022-10-10;2022-10-10T07:33:54Z;5986;6870;zing ƒ;20223029;;33;8521;46208-2
2022-10-10;2022-10-10T04:24:04Z;5832;6700;zing ƒ;20223028;;421;5420;68777-4
2022-10-09;2022-10-09T10:33:10Z;5243;6009;dollar $;20223027;;33;4425;55833-4
2022-10-09;2022-10-09T09:50:05Z;1297;9510;dollar $;20223026;;666;2400;49922-9
2022-10-09;2022-10-09T07:27:53Z;1297;11481.72;zing ƒ;20223025;;666;9921;68640-0
2022-10-09;2022-10-09T02:20:45Z;1217;5770;dollar $;20223024;;290;4078;46773-5
2022-10-08;2022-10-08T23:12:32Z;1297;8636.08;zing ƒ;20223023;;666;8800;69433-1
2022-10-08;2022-10-08T21:26:38Z;1297;6070;dollar $;20223022;;421;1100;65182-7
2022-10-08;2022-10-08T14:58:29Z;3795;6201;dollar $;20223021;;421;1200;80449-6
2022-10-08;2022-10-08T13:01:15Z;4965;2135;dollar $;20223020;;33;1979;73011-7
2022-10-08;2022-10-08T12:47:08Z;1945;7186.25;dollar $;20223019;;290;8521;74173-8
2022-10-08;2022-10-08T10:42:17Z;2197;6796;dollar $;20223018;;666;9921;79643-0
2022-10-08;2022-10-08T09:00:07Z;4608;8931;zing ƒ;20223017;;666;2231;38175-0
2022-10-08;2022-10-08T08:40:53Z;2197;5885;zing ƒ;20223016;;33;1100;45639-5
2022-10-08;2022-10-08T06:40:08Z;1455;4667.33;zing ƒ;20223015;;33;4078;47297-9
2022-10-07;2022-10-07T19:42:54Z;2727;5211;dollar $;20223014;;290;2400;46282-1
2022-10-07;2022-10-07T17:45:02Z;2197;4473;dollar $;20223013;;33;5420;54529-1
2022-10-07;2022-10-07T07:22:42Z;5516;8601;dollar $;20223012;;421;1979;51555-7
2022-10-07;2022-10-07T06:42:12Z;2489;7719.24;zing ƒ;20223011;;666;1100;48856-1
2022-10-07;2022-10-07T03:57:03Z;5764;2611.25;dollar $;20223010;;421;5420;81741-4
2022-10-06;2022-10-06T23:02:28Z;4965;7171.29;zing ƒ;20223009;;290;9921;38763-9
2022-10-06;2022-10-06T16:16:12Z;3715;5897;dollar $;20223008;;33;4425;78756-1
2022-10-06;2022-10-06T11:10:20Z;1455;6967;british pound £;20223007;;666;6317;35095-4
2022-10-06;2022-10-06T10:34:37Z;1217;9587.4;dollar $;20223006;;421;4078;60189-3
2022-10-06;2022-10-06T07:48:33Z;5243;5883.2;british pound £;20223005;;666;6317;78024-1
2022-10-06;2022-10-06T00:27:22Z;1217;8667.42;dollar $;20223004;;666;2400;30457-8
